SMILES,o_mus_ipr_LD,o_rat_orl_TDLo,o_mus_ipr_LDLo,o_mus_orl_TDLo,o_rat_ipr_TDLo,o_mus_ivn_LD,o_rat_ipr_LD,o_mus_orl_LD,o_mus_unr_LD,o_rat_unr_LD,o_mus_scu_LDLo,o_rat_scu_LD,o_mus_scu_LD,o_rat_ipr_LDLo,o_mus_ipr_TDLo,o_rbt_skn_LD,o_rat_orl_LD,o_rat_ivn_TDLo,o_rat_orl_LDLo,o_rbt_orl_LD,o_rbt_ivn_LD,o_rat_ivn_LD,o_mus_orl_LDLo,o_rat_skn_LD,o_mam_unr_LD,o_gpg_orl_LD,o_wmn_orl_TDLo,o_man_orl_TDLo,o_rat_scu_TDLo
C#CC(C)(CC)OC(=O)C(c1ccccc1)N1CCOCC1,,,,,,,,2.48,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(CC)OC(=O)CC,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(CC)OC(=O)CC(C)C,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(CC)OC(=O)CCC,,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(CC)OC(=O)CCCC,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(CC)OC(=O)Cc1ccccc1,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(CC)OC(=O)NC(N)=O,,,,,,,,2.32,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(CC)OC(=O)Nc1ccccc1,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(CC)OC(=O)c1ccccc1,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(CC)OC(=O)c1ccccc1C(=O)O,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(CC)OC(C)=O,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(CC)OC(N)=O,3.15,,,,,,,2.62,,,,,2.5,,,,,,,,,,,,,,,,
C#CC(C)(CC)OC(O)C(Cl)(Cl)Cl,,,,,,,,2.38,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(CCC=C(C)C)OC(C)=O,,,,,,,,1.4,,,,,,,,,1.31,,,,,,,,,,,,
C#CC(C)(Cl)CC,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(N)CC(C)C,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(O)C(=C)C,,,,,,,,,,,,,2.21,,,,,,,,,,,,,,,,
C#CC(C)(O)C(O)c1ccccc1,2.56,,,,,3.0,2.54,2.39,,,,2.53,2.46,,,,2.38,,,,,2.83,,,,,,,
C#CC(C)(O)C1CC1,2.37,,,,,,,2.26,,,,,2.39,,,,,,,,,,,,,,,,
C#CC(C)(O)C=C,,,,,,,,1.85,,,,,1.94,,,,,,,,,,,,,,,,
C#CC(C)(O)CC,2.27,,,,,,2.26,2.27,,,,,2.54,,,,,,,,,,,,,,,,
C#CC(C)(O)CCC,,,,,,,,,,,,,2.33,,,,,,,,,,,,,,,,
C#CC(C)(O)CCC=C(C)C,2.34,,,,,,,1.98,,,,,,,,1.48,1.69,,,,,,,,,,,,
C#CC(C)(O)CCN(CC)CC,,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(O)CC[N+](C)(CC)CC,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(O)c1ccccc1,,,,,,,,2.37,,,,,,,,,,,,,,,,,,,,,
C#CC(C)N(C(=O)CCl)c1ccccc1,,,,,,,,3.17,,,,,,,,2.06,2.28,,,,,,,,,,,,
C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,2.68,,,,,,,,,,,,,,,2.68,2.12,,,,,,,,,,,,
C#CC(C)N(C)C1=NC(=O)C(c2ccccc2)O1,,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,
C#CC(C)NC1=NC(=O)C(c2ccccc2)O1,,,,,,,,2.88,,,,,,,,,,,,,,,,,,,,,
C#CC(C)NCC(O)COc1ccccc1/C=C/c1nnc(C)s1,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC(C)NCc1ccccc1,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC(C)O,,,,,,,,3.37,,,,,,,,,,,,,,,,,,,,,
C#CC(C)OC(=O)CCC(=O)O,,,,,,,,2.87,,,,,,,,,,,,,,,,,,,,,
C#CC(C)OC(=O)Nc1cccc(Cl)c1,2.95,,,,,,,,4.16,,,,,,,,1.97,,,,,,,,,,,,
C#CC(CC)(CC)NC(=O)c1cc(Br)cc(C)c1O,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,
C#CC(CC)(CC)NCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,3.03,,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,
C#CC(CC)(CC)[NH+]1CC(OC(=O)NC(C)(C)C)C1,,,,,,3.65,,,,,,,,,,,,,,,,,,,,,,,
C#CC(CC)(CC)[NH+]1CC(OC(=O)NC(C)C)C1,,,,,,3.44,,,,,,,,,,,,,,,,,,,,,,,
C#CC(CC)(CC)[NH+]1CC(OC(=O)NC2CCCCC2)C1,,,,,,3.67,,,,,,,,,,,,,,,,,,,,,,,
C#CC(CC)(CC)[NH+]1CC(OC(=O)NCC)C1,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,
C#CC(CC)(CC)[NH+]1CC(OC(=O)NCC=C)C1,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,
C#CC(CC)(CC)[NH+]1CC(OC(=O)NCCC)C1,,,,,,3.62,,,,,,,,,,,,,,,,,,,,,,,
C#CC(CC)(CC)[NH+]1CC(OC(=O)NCCCC)C1,,,,,,3.68,,,,,,,,,,,,,,,,,,,,,,,
C#CC(CC)(CC)[NH+]1CC(OC(=O)Nc2cccc(C)c2)C1,,,,,,3.62,,,,,,,,,,,,,,,,,,,,,,,
C#CC(CC)(CC)[NH+]1CC(OC(=O)Nc2cccc3ccccc23)C1,,,,,,3.71,,,,,,,,,,,,,,,,,,,,,,,
C#CC(CC)(CC)[NH+]1CC(OC(=O)Nc2ccccc2)C1,,,,,,3.72,,,,,,,,,,,,,,,,,,,,,,,
C#CC(CCCc1ccccc1)N1CCC(c2ccccc2)=C(C)C1c1ccccc1,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC(N)(CCC)CCC,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,
C#CC(N)CCC(=O)O,2.61,,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,
C#CC(O)(/C=C/Cl)CC,2.72,,,,,,,2.7,,,,2.86,2.78,,,,,,,,,,,,,,4.06,,
C#CC(O)(C(=O)OC1CCN(C)CC1)C1CCCC1,,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,,
C#CC(O)(C(=O)OC1CCN(C)CC1)c1ccccc1,,,,,,3.64,,,,,,,,,,,,,,,,,,,,,,,
C#CC(O)(C(=O)OC1CN2CCC1CC2)C1CCCC1,,,,,,3.74,,,,,,,,,,,,,,,,,,,,,,,
C#CC(O)(C=C)C(C)C,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,
C#CC(O)(C=C)CC,,,,,,,,2.24,,,,,2.2,,,,,,,,,,,,,,,,
C#CC(O)(C=C)CCCC,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,
C#CC(O)(CC)CC,,,,,,,,,,,,,2.77,,,,,,,,,,,,,,,,
C#CC(O)/C=C/C,,,,,,,,,,,,,,,,,3.45,,,,,,,,,,,,
C#CC(O)C1CCCCC1,,,,,,,,2.21,,,,,,,,,,,,,,,,,,,,,
C#CC(O)CC,,,,,,,,3.08,,,,,,,,,,,,,,,,,,,,,
C#CC(O)CCC,,,,,,3.24,,2.67,,,,,,,,3.79,2.89,,,,,,,,,,,,
C#CC(O)CCCCC,,,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,
C#CC(O)CCCCCC,,,,,,,,2.43,,,,,,,,,,,,,,,,,,,,,
C#CC(O)c1ccccc1,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(=O)C1C(C=C(C)C)C1(C)C)/C(C)=C/CC,,,,,,,,1.89,,,,,,,,,2.21,,,,,,,1.74,,,,,
C#CC(OC(=O)CC)C1CCCCC1,,,,,,,,2.21,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(=O)CCC)C1CCCCC1,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(=O)NC1CCCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccc(F)cc1,2.24,,,,,,,3.07,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccccc1,2.95,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(=O)NC1CCCCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,3.1,,,,,,3.25,2.98,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(=O)NC1CCCCCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,2.94,,,,,,2.81,,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(=O)Nc1ccccc1)C1CCCCC1,,,,,,,,2.63,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(=O)c1ccccc1)C1CCCCC1,,,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(C)=O)C1CCCCC1,,,,,,,,2.18,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(N)=O)(c1ccccc1)c1ccc(Br)cc1,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(N)=O)(c1ccccc1)c1ccc(Cl)cc1,2.92,,,,,,,,,,,,,,,,,,,,,,,,3.06,,,,
C#CC(OC(N)=O)C(C)C,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(N)=O)C1CCC(c2ccccc2)CC1,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(N)=O)C1CCCCC1,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC(OC(N)=O)c1ccccc1,2.85,,,,,,3.07,,2.85,,,,,,,,,,,,,,,,,,,,
C#CC/C=C/CC1(C)NCCS1,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC/C=C/CCC1(C)NCCS1,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(Cl)CCCCC1,,,,,,3.41,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(N2CC(OC(=O)NC(C)C)C2)CCCCC1,,,,,,3.51,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(NC(=O)O)CCC(c2ccc(OC)cc2)CC1,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(NC(=O)O)CCC(c2ccccc2)CC1,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(NCC(=O)N(C)c2ccc(Cl)cc2C(=O)c2ccccc2)CCCCC1,3.35,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,
C#CC1(O)C2CCCC1C(c1ccccc1)N(C(=O)c1ccccc1)C2c1ccccc1,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(O)CC(C)(C)OC1(C)C,,,,,,2.61,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(O)CCC(C(C)(C)C)CC1,,,,,,3.51,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(O)CCCCC1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(O)CCCCC1C,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(O)CCCCCCC1,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(O)CCN(CCc2ccccc2)CC1,,,,,,,,,,,,,2.79,,,,,,,,,,,,,,,,
C#CC1(O)CCN(Cc2ccccc2)CC1C(C)c1c[nH]c2ccccc12,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(O)c2ccccc2C=Cc2ncccc21,1.77,,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,
C#CC1(O)c2ccccc2CCc2ncccc21,,,,,,,,2.18,,,,,,,,,,,,,,,,,,,,,
C#CC1(OC(=O)NC(N)=O)CCCCC1,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,
C#CC1(OC(C)=O)CCCCC1,,,,,,3.47,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(OC(C)=O)CCCCC1C(C)CC,,,,,,,,,,,,,,,,2.05,2.51,,,,,,,,,,,,
C#CC1(OC(N)=O)CC(C)CC(C)C1,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(OC(N)=O)CCC(C(C)(C)C)CC1,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(OC(N)=O)CCCCC1,2.75,,,,,3.19,2.75,2.53,,,,2.63,,,,,2.7,,,2.22,,3.03,,,,2.83,,,
C#CC1(OC(O)C(Br)(Br)Br)CCCCC1,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(OC(O)C(Cl)(Cl)Cl)CCCCC1,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,
C#CC1(OCC(COCC(C)C)N2CCCC2)CCCCC1,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,
C#CC1(OCC(O)CN2CCN(c3cccc(C(F)(F)F)c3)CC2)CCCCC1,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,
C#CC1(OCC(O)CN2CCN(c3ccccc3OC)CC2)CCCCC1,,,,,,,,3.87,,,,,,,,,,,,,,,,,,,,,
C#CC1([NH+]2CC(OC(=O)NC)C2)CCCCC1,,,,,,3.34,,,,,,,,,,,,,,,,,,,,,,,
C#CC1([NH+]2CC(OC(=O)NCCC)C2)CCCCC1,,,,,,3.67,,,,,,,,,,,,,,,,,,,,,,,
C#CC1([NH+]2CC(OC(=O)Nc3cccc4ccccc34)C2)CCCCC1,,,,,,3.69,,,,,,,,,,,,,,,,,,,,,,,
C#CC12OCC(C(C)(C)C)(CO1)CO2,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC12OCC(C(C)C)(CO1)CO2,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC1=CC(C)(C)N(C)C(C)(C)C1,,,,,,3.81,,2.77,,,,,,,,,,,,,,,,,,,,,
C#CC1c2ccccc2-c2cccc(OC(N)=O)c21,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCBr,,,,,,,,,,,,,,,,,3.35,,,,,,,,,6.61,,,
C#CCC(C(=O)N(C)CCNCCc1ccccc1C)(c1ccccc1)c1ccccc1,3.3,,,,,,,,,,,,2.36,,,,,,,,,,,,,,,,
C#CCC(C(=O)NCCN(CC)CC)(c1ccccc1)c1ccccc1,,,,,,,,2.73,,,,,,,,,,,,,,,,,,,,,
C#CCC(C(=O)Nc1c(C)cccc1C)N(CC)CC,,,,,,3.88,,2.62,,,,,,,,,,,,,,,,,,,,,
C#CCC(C(=O)OCC)C(=O)OCC,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCC(C(=O)c1ccccc1)c1ccccc1,,,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,
C#CCC(C)(CO)CO,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCC(C)(COC(N)=O)COC(N)=O,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCC(CC#C)(C(N)=O)c1ccsc1,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,
C#CCC(CC[NH+]1CCOCC1)(OC(=O)COc1ccccc1)c1ccccc1,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCC(CN(C)C)c1ccccc1,,,,,,3.65,,2.68,,,,,,,,,,,,,,,,,,,,,
C#CCC(N)C(=O)O,,,,,3.35,,,,,,,,,,,,,,,,,,,,,,,,
C#CCC(O)(C(=O)OC1CCN(C)CC1)c1ccccc1,,,,,,3.66,,,,,,,,,,,,,,,,,,,,,,,
C#CCC(O)(CCCCC)C(=O)OC1(C)CCNCC1,,,,,,3.55,,,,,,,,,,,,,,,,,,,,,,,
C#CCC1(NC(=O)O)CCC(c2ccccc2)CC1,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCC1(OC(N)=O)CCCCC1,2.61,,,,,,,2.3,,,,,,,,,,,,,,,,,,,2.52,,
C#CCC1(c2cccc(OC)c2)CCN(C)C1,,,,,,,,,,,,,,3.63,,,,,,,,,,,,,,,
C#CCC1=C(C)C(OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O,,,,,,,,3.2,,,,2.71,2.71,,,,2.81,,,,,,,1.78,,,,,
C#CCC1CCCC1OC(N)=O,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCC1CCCCC1,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCC1CCCCCC1OC(N)=O,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCC1CCCCCCC1OC(N)=O,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCC#CC#CCCCCO,,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,
C#CCCC(=O)O,,,,,,3.54,,,,,,,,,,,,,,,,,,,,,,,
C#CCCC(C[NH+]1CCOCC1)C(=O)c1ccc(F)cc1,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,
C#CCCC(C[NH+]1CCOCC1)C(=O)c1ccccc1,,,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,
C#CCCC1(C)NCCS1,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCC1NCCS1,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCC,2.91,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,
C#CCCCC#C,,,,,,,,,,,,,,,,,1.6,,,1.55,,,,,,,,,
C#CCCCC1(C)NCCS1,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCCC1(C)NCCS1,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCCCCCCC(=O)O,,,,,,3.76,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCCCCCF,3.26,,,,,,,,,,,,3.26,,,,,,,,,,,,,,,,
C#CCCCCCCF,4.23,,,,,,,,,,,,4.23,,,,,,,,,,,,,,,,
C#CCCCCCF,3.33,,,,,,,,,,,,3.76,,,,,,,,,,,,,,,,
C#CCCCCF,4.24,,,,,,,,,,,,3.82,,,,,,,,,,,,,,,,
C#CCCCCN1CCC2(CC1)C(=O)NCN2c1ccccc1,,,,,,4.54,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCN1CCC2(CC1)C(=O)N(C(=O)N(C)C)CN2c1ccccc1,,,,,,4.35,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCN1CCC2(CC1)C(=O)N(C)CN2c1ccccc1,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCN1CCC2(CC1)C(=O)NCN2c1ccccc1,,,,,,4.13,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCNC(C)Cc1cccc(C(F)(F)F)c1,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCc1ccccc1,,,,,3.16,,,,,,,,,,3.16,,,,,,,,,,,,,,
C#CCCNC1=NC(=O)C(c2ccccc2)O1,,,,,,,,2.76,,,,,,,,,,,,,,,,,,,,,
C#CCCO,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,
C#CCCn1c(=N)sc2cc(OC(F)(F)F)ccc21,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C(=S)Nc1ccc(Cl)c(Cl)c1)C(C)C,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C(C)=O)C(=O)Oc1cccc2c1OC(C)(C)O2,,,,,,,,2.46,,,,,,,,,2.46,,,,,,,,,,,,
C#CCN(C)C(C)=O,,,,,,3.42,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)C(C)C1CCCCC1,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)C(C)CC(C)CCC,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)C(C)CCCC(C)C,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)C(C)CCCCC,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)C(C)CCCCCC,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)C(C)Cc1ccccc1,3.335,,,,,,,,,,,3.25,,,,,2.76,,,,,3.55,,,,,,,
C#CCN(C)C(C)c1ccc(C2CCCC2)cc1,,,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)C/C=C(/C)CC/C=C(/C)CCC=C(C)C,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)C/C=C(\C)CC/C=C(/C)CCC=C(C)C,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)C/C=C(\C)CC/C=C(\C)CCC=C(C)C,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)C1CCc2ccccc21,,,,,,,,,,,,,,,,,2.9099998,,,,,,,,,,,,
C#CCN(C)CC1CC2C=CC1C2,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)CC1CC2CCC1C2,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)CC1CC=CCC1,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)CC1CCCCC1,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,2.8899999,,,,4.74,3.52,,2.86,,,,,2.89,,4.94,,3.17,,,,,3.7,,,,,,,6.01
C#CCN(C)Cc1ccc(OC)c2oc(=O)c(-c3ccccc3)cc12,1.97,,,,,3.38,1.87,1.99,,,,,,,,,,,,,,3.61,,,,,,,
C#CCN(C)Cc1ccccc1,2.775,,,,,3.375,3.14,2.415,,,,,2.62,,3.7800002,,2.805,,,,,3.05,,,,,5.12,3.26,
C#CCN(C)[C@@H](C)Cc1ccccc1,,,,,,,,,3.87,,,3.03,,,,,,,,,,3.49,,,,,,,
C#CCN(C)[C@H](C)Cc1ccccc1,,,,,4.31,,,,3.27,,,2.9,,,4.03,,,4.53,,,,3.44,,,,,,,
C#CCN(C)c1ccccc1OC(=O)NC,,,,,,,,,,,,,,,,,3.56,,,,,,,,,,,,
C#CCN(CC#C)C(=O)Nc1ccc(Cl)cc1,,,,,,3.64,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(CC#C)C(C)Cc1cccc(C(F)(F)F)c1,,,,,,,,2.47,,,,,,,,,,,,,,,,,,,,,
C#CCN(CC#C)C1CN(C2c3ccccc3CCc3ccccc32)C1,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,
C#CCN(CC#C)CC#C,,,,,,3.37,,,,,,,,,,,,,,,,,,,2.81,,,,
C#CCN(CC#C)CCCN1CC2CCC(CC2)C1,,,,,,,,2.94,,,,,,,,,,,,,,,,,,,,,
C#CCN(CC#C)CCN1CC2CCC(C2)C1,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,
C#CCN(CC#C)CCS,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(CC#C)c1ccccc1,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1C(=O)C2CC=CCC2C1=O,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1C(=O)CC2(CCCC2)C1=O,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,
C#CCN1C(=O)CCc2c(OCCCN3CCC(Cc4ccccc4)CC3)cccc21,,,,,,,,,,,,,,,,,2.66,,,,,,,,,,,,
C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,3.06,,,,,,2.7,2.38,,,,,,,,,1.72,,,2.8,,,,,,,,,
C#CCN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,,,,,,,,2.23,,,,,,,,,2.56,,,,,,,,,,,,
C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,,,,,,,,,,,,,,,,,1.85,,,,,,,2.25,,,,,
C#CCN1C(=O)Cc2ccccc2S1(=O)=O,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1C(=O)N(C)C(=O)C1(CC)c1ccccc1,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,,
C#CCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,,,,3.99,,,,,2.58,,,,,,3.16,,,,,,,,,,,,,,
C#CCN1C(=O)c2ccccc2CS1(=O)=O,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1C2CCC(OC(=O)C(O)(c3ccccc3)c3ccccc3)[C@H]1CC2,,,,,,3.72,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1C2CCCC(c3cccc(O)c3)(C2)C1C,,,,,,,,,,,,,3.47,,,,,,,,,,,,,,,,
C#CCN1CCC(CCC)(c2cccc(OC)c2)C1,,,,,,,,,,,,,,3.19,,,,,,,,,,,,,,,
C#CCN1CCC2(C)c3cc(O)ccc3CC1C2C,,,,,,3.79,,,,,,,3.17,,,,,,,,,,,,,,,,
C#CCN1CCC2(CC1)OC(c1ccccc1)c1ccccc12,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1CCC2=C(C1)c1c(O)cc(C(C)C(C)CCCCC)cc1OC2(C)C,,,,,,4.0,,2.2,,,,,,,,,2.64,,,,,,,,,,,,
C#CCN1CCC2=C(C1)c1c(OC(=O)CCCN3CCCCC3)cc(C(C)C(C)CCCCC)cc1OC2(C)C,,,,,,,,3.01,,,,,,,,,3.65,,,,,,,,,,,,
C#CCN1CCC2=C(C1)c1c(OC(=O)CCCN3CCCCC3)cc(C(C)CCCc3ccc(F)cc3)cc1OC2(C)C,,,,,,,,2.92,,,,,,,,,,,,,,,,,,,,,
C#CCN1CCC=C(/C=N/OC)C1,,,,,,,,3.63,,,,,,,,,,,,,,,,,,,,,
C#CCN1CCN(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)CC1,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1CCN(Cc2ccc3c(c2)OCO3)CC1,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,,,,,,3.95,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(OC)cc13,,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,,,,,,2.98,,2.04,,,,,2.21,,,,,,,,,,,,,,,,
